sale_id,sale_date,store_id,store_name,customer_id,channel,payment_method,product_id,barcode,quantity,unit_price_aed,discount_pct,promo_id,revenue_aed,cost_aed,gross_profit_aed
T011858,2025-12-02,S003,Al Barsha Branch,C03560,Delivery,Apple Pay,P0050,932480861317,3,7.26,0.0,,21.78,14.85,6.93
T011859,2025-11-12,S005,Deira Branch,C01679,Delivery,Apple Pay,P0048,2567468071549,1,16.57,0.15,PR0040,16.57,13.11,3.46
T011860,2025-10-24,S002,Dubai Hills Branch,C02437,Delivery,Card,P0213,8460223569722,4,18.8,0.0,,75.2,52.64,22.56
T011861,2026-01-02,S001,JVC Branch,C02646,Online,Cash,P0092,5188888067065,4,18.9,0.0,,75.6,45.84,29.76
T011862,2025-12-15,S002,Dubai Hills Branch,C02912,Delivery,Cash,P0124,9822587139710,5,8.24,0.0,,41.2,32.9,8.3
T011863,2026-01-07,S001,JVC Branch,C01447,InStore,Cash,P0039,3634957885686,2,6.35,0.25,PR0073,12.7,11.58,1.12
T011864,2025-11-07,S004,Marina Branch,C01239,InStore,Cash,P0107,5953278774706,5,26.05,0.0,,130.25,105.4,24.85
T011865,2025-11-08,S003,Al Barsha Branch,C00154,Online,Apple Pay,P0030,1665876036691,1,12.16,0.0,,12.16,7.53,4.63
T011866,2025-10-30,S004,Marina Branch,C02294,Online,Apple Pay,P0149,1672434266179,1,80.05,0.0,,80.05,66.67,13.38
T011867,2025-11-13,S002,Dubai Hills Branch,C02073,InStore,Cash,P0028,7278895798682,6,15.36,0.0,,92.16,52.08,40.08
T011868,2025-11-11,S001,JVC Branch,C03356,Online,Apple Pay,P0234,4380571983862,4,10.72,0.0,,42.88,32.36,10.52
T011869,2025-11-19,S004,Marina Branch,C03314,InStore,Cash,P0161,9584982544949,6,9.57,0.0,,57.42,45.12,12.3
T011870,2025-11-08,S003,Al Barsha Branch,C00744,Online,Cash,P0214,5007432927122,3,11.84,0.3,PR0069,35.52,35.31,0.21
T011871,2025-12-31,S005,Deira Branch,C03218,Online,Card,P0110,8523986800027,5,11.15,0.15,PR0059,55.75,43.85,11.9
T011872,2025-12-28,S002,Dubai Hills Branch,C03120,Online,Cash,P0100,4225831323708,4,9.3,0.25,PR0039,37.2,37.84,-0.64
T011873,2026-01-12,S004,Marina Branch,C03826,Delivery,Apple Pay,P0028,7278895798682,2,12.29,0.2,PR0077,24.58,17.36,7.22
T011874,2025-10-24,S005,Deira Branch,C03261,InStore,Cash,P0145,6046618398263,3,12.54,0.15,PR0035,37.62,25.53,12.09
T011875,2025-12-15,S005,Deira Branch,C01611,InStore,Apple Pay,P0141,9261429396858,3,14.58,0.0,,43.74,36.24,7.5
T011876,2025-10-23,S005,Deira Branch,C00007,InStore,Google Pay,P0128,690331190794,1,22.24,0.0,,22.24,14.07,8.17
T011877,2025-10-24,S003,Al Barsha Branch,C00982,Delivery,Google Pay,P0219,9926189141178,4,11.36,0.0,,45.44,34.0,11.44
T011878,2025-11-27,S002,Dubai Hills Branch,C03194,Delivery,Cash,P0249,2563942788163,1,24.98,0.0,,24.98,17.81,7.17
T011879,2025-11-11,S005,Deira Branch,C01710,Delivery,Card,P0221,1143744701204,6,28.76,0.05,PR0067,172.56,108.0,64.56
T011880,2025-12-23,S005,Deira Branch,C00270,Online,Google Pay,P0037,5314737996501,6,14.48,0.0,,86.88,59.16,27.72
T011881,2025-11-17,S005,Deira Branch,C02951,Delivery,Google Pay,P0180,2344565574315,4,34.89,0.0,,139.56,79.88,59.68
T011882,2025-12-30,S002,Dubai Hills Branch,C02354,InStore,Cash,P0023,196556981693,1,13.79,0.0,,13.79,11.21,2.58
T011883,2025-11-01,S005,Deira Branch,C03639,Online,Card,P0207,602933334681,5,16.12,0.0,,80.6,62.45,18.15
T011884,2025-10-29,S002,Dubai Hills Branch,C03166,Delivery,Apple Pay,P0100,4225831323708,5,12.4,0.0,,62.0,47.3,14.7
T011885,2025-11-20,S001,JVC Branch,C02514,Online,Card,P0035,9663193149195,6,17.96,0.0,,107.76,62.76,45.0
T011886,2025-12-23,S003,Al Barsha Branch,C01863,Delivery,Google Pay,P0259,9818063565128,4,11.01,0.3,PR0012,44.04,34.72,9.32
T011887,2025-11-23,S003,Al Barsha Branch,C00075,Online,Apple Pay,P0178,8320603850508,3,22.39,0.0,,67.17,48.87,18.3
T011888,2025-12-20,S004,Marina Branch,C00109,Online,Google Pay,P0093,1952058527727,6,10.53,0.0,,63.18,41.52,21.66
T011889,2026-01-14,S004,Marina Branch,C00355,Delivery,Card,P0009,4303911718221,5,7.99,0.3,PR0008,39.95,39.75,0.2
T011890,2026-01-13,S005,Deira Branch,C01821,Delivery,Google Pay,P0151,8993756798258,5,14.7,0.0,,73.5,42.6,30.9
T011891,2025-12-30,S001,JVC Branch,C00482,Online,Cash,P0279,2820055778482,1,12.42,0.1,PR0009,12.42,10.64,1.78
T011892,2025-12-30,S003,Al Barsha Branch,C01595,Online,Google Pay,P0172,2856914630318,1,50.12,0.0,,50.12,32.23,17.89
T011893,2025-11-19,S001,JVC Branch,C03367,Online,Card,P0292,1022031731097,6,11.33,0.0,,67.98,50.46,17.52
T011894,2025-12-30,S005,Deira Branch,C01093,Delivery,Cash,P0036,5067165726287,2,8.78,0.0,,17.56,11.92,5.64
T011895,2026-01-10,S002,Dubai Hills Branch,C03910,InStore,Apple Pay,P0161,9584982544949,2,9.57,0.0,,19.14,15.04,4.1
T011896,2026-01-05,S003,Al Barsha Branch,C00121,Online,Apple Pay,P0236,2281606484229,1,16.81,0.0,,16.81,11.51,5.3
T011897,2025-11-15,S003,Al Barsha Branch,C01169,Delivery,Card,P0146,2646471543790,1,78.91,0.1,PR0014,78.91,56.14,22.77
T011898,2026-01-13,S001,JVC Branch,C01430,InStore,Apple Pay,P0027,7693676320164,4,9.0,0.0,,36.0,30.44,5.56
T011899,2025-11-11,S001,JVC Branch,C03378,Delivery,Apple Pay,P0166,3712938700514,4,15.56,0.0,,62.24,46.48,15.76
T011900,2025-11-03,S001,JVC Branch,C00370,Online,Google Pay,P0178,8320603850508,5,22.39,0.0,,111.95,81.45,30.5
T011901,2026-01-06,S005,Deira Branch,C00502,InStore,Cash,P0216,2104478985628,2,14.05,0.2,PR0021,28.1,20.4,7.7
T011902,2026-01-10,S002,Dubai Hills Branch,C01380,Delivery,Apple Pay,P0224,7716701450893,1,15.42,0.0,,15.42,12.09,3.33
T011903,2025-11-02,S004,Marina Branch,C00412,Online,Card,P0226,8386631779716,5,16.75,0.15,PR0048,83.75,61.3,22.45
T011904,2025-12-31,S001,JVC Branch,C01672,Delivery,Card,P0194,6586179327109,5,8.71,0.0,,43.55,36.6,6.95
T011905,2026-01-15,S002,Dubai Hills Branch,C03142,Delivery,Google Pay,P0056,5045562386921,1,18.65,0.0,,18.65,14.14,4.51
T011906,2026-01-15,S002,Dubai Hills Branch,C00364,InStore,Apple Pay,P0107,5953278774706,4,20.84,0.2,PR0056,83.36,84.32,-0.96
T011907,2025-10-23,S002,Dubai Hills Branch,C02222,Delivery,Card,P0229,272614933160,3,8.91,0.15,PR0051,26.73,22.47,4.26
T011908,2025-12-16,S001,JVC Branch,C03632,Delivery,Apple Pay,P0287,3136502491637,2,12.77,0.0,,25.54,18.94,6.6
T011909,2026-01-13,S005,Deira Branch,C03264,InStore,Card,P0023,196556981693,5,9.65,0.3,PR0008,48.25,56.05,-7.8
T011910,2025-12-10,S004,Marina Branch,C03143,Delivery,Card,P0151,8993756798258,2,14.7,0.0,,29.4,17.04,12.36
T011911,2025-12-13,S004,Marina Branch,C01507,Online,Cash,P0080,4905814770056,3,4.7,0.3,PR0054,14.1,11.49,2.61
T011912,2025-11-07,S001,JVC Branch,C00102,InStore,Apple Pay,P0059,909743953393,6,12.85,0.15,PR0063,77.1,76.5,0.6
T011913,2025-11-10,S005,Deira Branch,C00869,Online,Cash,P0138,862118233981,3,12.03,0.0,,36.09,27.66,8.43
T011914,2025-12-05,S004,Marina Branch,C03639,Delivery,Google Pay,P0176,3536541951800,1,17.98,0.0,,17.98,14.82,3.16
T011915,2025-12-16,S004,Marina Branch,C03638,Online,Cash,P0003,1849593103410,5,16.89,0.0,,84.45,64.95,19.5
T011916,2025-12-01,S005,Deira Branch,C01542,Delivery,Card,P0230,917798270808,2,12.81,0.25,PR0040,25.62,26.14,-0.52
T011917,2025-12-18,S003,Al Barsha Branch,C00430,Online,Apple Pay,P0244,8814353682224,4,18.23,0.0,,72.92,42.8,30.12
T011918,2025-11-11,S004,Marina Branch,C01240,Delivery,Apple Pay,P0289,7306524077843,6,14.86,0.0,,89.16,55.26,33.9
T011919,2026-01-03,S001,JVC Branch,C00731,Delivery,Cash,P0047,4902787429677,1,8.6,0.25,PR0004,8.6,9.61,-1.01
T011920,2025-11-11,S003,Al Barsha Branch,C03669,Online,Apple Pay,P0170,9180552696584,5,9.31,0.1,PR0007,46.55,36.1,10.45
T011921,2025-10-24,S005,Deira Branch,C01876,InStore,Cash,P0112,6940974993097,1,22.83,0.15,PR0078,22.83,21.35,1.48
T011922,2025-12-05,S003,Al Barsha Branch,C00701,Online,Cash,P0088,4124782613756,1,30.42,0.0,,30.42,23.22,7.2
T011923,2025-11-03,S005,Deira Branch,C02580,Delivery,Cash,P0160,4074517133953,1,34.12,0.0,,34.12,19.81,14.31
T011924,2025-12-03,S004,Marina Branch,C02338,Online,Google Pay,P0231,1699586693462,1,10.43,0.0,,10.43,7.9,2.53
T011925,2025-12-21,S001,JVC Branch,C03647,Delivery,Cash,P0007,6697848018454,2,23.4,0.0,,46.8,36.86,9.94
T011926,2025-12-28,S004,Marina Branch,C03173,InStore,Card,P0292,1022031731097,4,11.33,0.0,,45.32,33.64,11.68
T011927,2025-12-17,S005,Deira Branch,C02613,Delivery,Cash,P0241,5011024819344,5,10.2,0.0,,51.0,39.5,11.5
T011928,2025-11-05,S004,Marina Branch,C03974,Online,Card,P0221,1143744701204,2,30.27,0.0,,60.54,36.0,24.54
T011929,2025-12-24,S005,Deira Branch,C03507,InStore,Card,P0223,7621202169796,1,17.12,0.0,,17.12,14.36,2.76
T011930,2026-01-01,S004,Marina Branch,C00695,Delivery,Google Pay,P0102,9226801824220,1,23.4,0.0,,23.4,13.77,9.63
T011931,2026-01-15,S001,JVC Branch,C03202,Online,Google Pay,P0222,225579415523,1,6.3,0.1,PR0075,6.3,4.74,1.56
T011932,2025-11-20,S001,JVC Branch,C03215,Delivery,Apple Pay,P0101,1467866912516,2,6.97,0.15,PR0046,13.94,12.98,0.96
T011933,2025-12-08,S001,JVC Branch,C03916,Delivery,Card,P0272,5647292931435,2,8.15,0.0,,16.3,11.04,5.26
T011934,2025-12-20,S002,Dubai Hills Branch,C01812,Delivery,Cash,P0046,4887719065942,5,10.47,0.0,,52.35,30.75,21.6
T011935,2025-12-03,S001,JVC Branch,C02829,Delivery,Cash,P0076,2268388516065,4,17.95,0.0,,71.8,42.08,29.72
T011936,2025-10-26,S001,JVC Branch,C01678,Online,Cash,P0155,4785969691556,5,11.19,0.25,PR0012,55.95,49.2,6.75
T011937,2025-12-28,S005,Deira Branch,C02682,Delivery,Cash,P0083,5186449251922,5,22.58,0.0,,112.9,88.85,24.05
T011938,2025-11-05,S001,JVC Branch,C01091,InStore,Apple Pay,P0111,5952694958882,5,5.5,0.2,PR0013,27.5,20.45,7.05
T011939,2025-10-30,S001,JVC Branch,C02588,Online,Cash,P0135,4235369378545,1,9.76,0.0,,9.76,8.1,1.66
T011940,2025-11-11,S002,Dubai Hills Branch,C01740,Delivery,Cash,P0257,8811729806864,3,20.98,0.0,,62.94,37.98,24.96
T011941,2025-12-14,S001,JVC Branch,C00834,InStore,Google Pay,P0145,6046618398263,1,14.75,0.0,,14.75,8.51,6.24
T011942,2025-12-18,S002,Dubai Hills Branch,C02264,Online,Google Pay,P0095,7652775841611,4,11.74,0.0,,46.96,27.6,19.36
T011943,2025-11-11,S005,Deira Branch,C00724,Online,Cash,P0064,4053773515857,1,7.09,0.2,PR0055,7.09,6.61,0.48
T011944,2026-01-11,S005,Deira Branch,C00597,Delivery,Google Pay,P0108,47974801622,3,14.31,0.0,,42.93,36.06,6.87
T011945,2025-12-03,S003,Al Barsha Branch,C01522,Delivery,Google Pay,P0141,9261429396858,2,14.58,0.0,,29.16,24.16,5.0
T011946,2025-12-09,S005,Deira Branch,C02904,Online,Card,P0221,1143744701204,5,21.19,0.3,PR0008,105.95,90.0,15.95
T011947,2025-10-19,S005,Deira Branch,C02277,Delivery,Card,P0033,6464170805317,3,10.05,0.25,PR0048,30.15,26.07,4.08
T011948,2025-11-16,S001,JVC Branch,C03918,InStore,Google Pay,P0057,7923747407488,1,47.22,0.05,PR0004,47.22,36.43,10.79
T011949,2025-12-06,S004,Marina Branch,C03556,Online,Apple Pay,P0099,7394731217275,1,60.13,0.1,PR0067,60.13,55.06,5.07
T011950,2025-11-12,S001,JVC Branch,C01148,Delivery,Google Pay,P0095,7652775841611,5,11.74,0.0,,58.7,34.5,24.2
T011951,2025-10-17,S001,JVC Branch,C03393,Delivery,Google Pay,P0103,1438424981824,4,11.94,0.0,,47.76,39.84,7.92
T011952,2025-10-26,S002,Dubai Hills Branch,C01021,Delivery,Cash,P0235,8004397359897,4,22.81,0.2,PR0020,91.24,94.4,-3.16
T011953,2026-01-11,S001,JVC Branch,C02553,Online,Apple Pay,P0085,3221418880597,1,10.15,0.0,,10.15,6.62,3.53
T011954,2025-12-15,S005,Deira Branch,C01022,InStore,Cash,P0138,862118233981,3,12.03,0.0,,36.09,27.66,8.43
T011955,2025-10-18,S002,Dubai Hills Branch,C01539,InStore,Apple Pay,P0181,5618537474116,4,12.57,0.25,PR0010,50.28,40.0,10.28
T011956,2025-10-31,S005,Deira Branch,C00551,Online,Card,P0061,4517123685169,1,9.67,0.15,PR0003,9.67,7.14,2.53
T011957,2026-01-07,S003,Al Barsha Branch,C01871,InStore,Google Pay,P0213,8460223569722,4,18.8,0.0,,75.2,52.64,22.56
T011958,2026-01-02,S001,JVC Branch,C02914,Online,Card,P0154,6093796603344,1,29.41,0.0,,29.41,21.73,7.68
T011959,2025-10-31,S004,Marina Branch,C03697,Online,Apple Pay,P0121,7530463745499,6,14.21,0.2,PR0025,85.26,79.98,5.28
T011960,2026-01-09,S005,Deira Branch,C01222,Delivery,Card,P0241,5011024819344,2,10.2,0.0,,20.4,15.8,4.6
T011961,2025-12-23,S002,Dubai Hills Branch,C02088,Online,Google Pay,P0063,471138267588,1,9.14,0.0,,9.14,6.81,2.33
T011962,2025-11-07,S004,Marina Branch,C01577,InStore,Card,P0265,7690426818186,6,12.32,0.0,,73.92,62.04,11.88
T011963,2025-10-27,S005,Deira Branch,C03203,InStore,Apple Pay,P0159,9788191485806,4,8.87,0.0,,35.48,25.24,10.24
T011964,2025-11-04,S001,JVC Branch,C02715,Delivery,Apple Pay,P0176,3536541951800,3,17.98,0.0,,53.94,44.46,9.48
T011965,2025-11-08,S003,Al Barsha Branch,C02106,Online,Cash,P0262,2796114351906,3,13.19,0.0,,39.57,33.21,6.36
T011966,2025-12-24,S005,Deira Branch,C03393,InStore,Apple Pay,P0243,6072832684240,1,16.07,0.0,,16.07,10.2,5.87
T011967,2025-11-04,S004,Marina Branch,C02063,Delivery,Card,P0174,4814917785075,1,75.14,0.0,,75.14,58.72,16.42
T011968,2025-11-30,S001,JVC Branch,C02240,InStore,Cash,P0222,225579415523,3,5.6,0.2,PR0023,16.8,14.22,2.58
T011969,2025-12-12,S002,Dubai Hills Branch,C01162,InStore,Cash,P0116,415747338482,1,14.96,0.0,,14.96,12.51,2.45
T011970,2026-01-04,S004,Marina Branch,C03307,Delivery,Cash,P0154,6093796603344,1,29.41,0.0,,29.41,21.73,7.68
T011971,2025-12-08,S001,JVC Branch,C03297,Online,Cash,P0018,4118244935340,5,10.52,0.3,PR0010,52.6,62.35,-9.75
T011972,2026-01-05,S002,Dubai Hills Branch,C03048,InStore,Card,P0027,7693676320164,1,9.0,0.0,,9.0,7.61,1.39
T011973,2025-10-30,S002,Dubai Hills Branch,C03637,Online,Google Pay,P0247,4525777547818,2,11.4,0.0,,22.8,14.68,8.12
T011974,2025-11-16,S002,Dubai Hills Branch,C01276,Delivery,Apple Pay,P0017,8384251354276,5,9.45,0.0,,47.25,40.15,7.1
T011975,2025-12-29,S005,Deira Branch,C03121,Delivery,Google Pay,P0044,2812067974037,6,12.12,0.0,,72.72,45.78,26.94
T011976,2025-12-20,S005,Deira Branch,C00684,Online,Cash,P0235,8004397359897,1,28.51,0.0,,28.51,23.6,4.91
T011977,2025-10-30,S005,Deira Branch,C03771,Delivery,Google Pay,P0001,8196001338906,2,16.02,0.0,,32.04,19.98,12.06
T011978,2025-10-28,S005,Deira Branch,C01095,InStore,Cash,P0073,1201836675250,2,13.3,0.0,,26.6,16.08,10.52
T011979,2025-10-27,S003,Al Barsha Branch,C00094,Delivery,Apple Pay,P0167,1554262218905,3,17.95,0.0,,53.85,30.75,23.1
T011980,2025-11-01,S002,Dubai Hills Branch,C03272,InStore,Apple Pay,P0171,3006848666184,1,41.52,0.15,PR0052,41.52,27.11,14.41
T011981,2025-12-24,S005,Deira Branch,C01657,InStore,Cash,P0229,272614933160,5,10.48,0.0,,52.4,37.45,14.95
T011982,2026-01-11,S001,JVC Branch,C02986,Online,Google Pay,P0138,862118233981,3,12.03,0.0,,36.09,27.66,8.43
T011983,2026-01-14,S001,JVC Branch,C01089,InStore,Apple Pay,P0139,7933410166680,3,17.9,0.0,,53.7,42.33,11.37
T011984,2025-11-30,S001,JVC Branch,C00414,Delivery,Apple Pay,P0215,835058300334,1,9.65,0.2,PR0065,9.65,8.19,1.46
T011985,2025-12-14,S003,Al Barsha Branch,C03316,Online,Apple Pay,P0137,7509977008864,1,50.7,0.0,,50.7,38.64,12.06
T011986,2025-11-14,S002,Dubai Hills Branch,C02100,Delivery,Google Pay,P0176,3536541951800,3,17.98,0.0,,53.94,44.46,9.48
T011987,2025-12-30,S002,Dubai Hills Branch,C01496,InStore,Apple Pay,P0271,5594284347951,1,44.9,0.0,,44.9,24.85,20.05
T011988,2025-11-04,S003,Al Barsha Branch,C01994,Delivery,Cash,P0107,5953278774706,3,24.75,0.05,PR0067,74.25,63.24,11.01
T011989,2025-11-25,S003,Al Barsha Branch,C02507,Delivery,Card,P0100,4225831323708,1,12.4,0.0,,12.4,9.46,2.94
T011990,2026-01-04,S002,Dubai Hills Branch,C01186,Online,Google Pay,P0001,8196001338906,6,16.02,0.0,,96.12,59.94,36.18
T011991,2026-01-01,S002,Dubai Hills Branch,C02268,InStore,Apple Pay,P0178,8320603850508,4,15.67,0.3,PR0038,62.68,65.16,-2.48
T011992,2025-12-03,S003,Al Barsha Branch,C01298,Online,Card,P0009,4303911718221,6,11.42,0.0,,68.52,47.7,20.82
T011993,2025-11-12,S004,Marina Branch,C01535,Online,Cash,P0138,862118233981,3,12.03,0.0,,36.09,27.66,8.43
T011994,2025-11-05,S001,JVC Branch,C00125,Delivery,Google Pay,P0238,8615335554399,2,14.37,0.0,,28.74,22.58,6.16
T011995,2026-01-01,S002,Dubai Hills Branch,C03176,Delivery,Card,P0155,4785969691556,4,14.92,0.0,,59.68,39.36,20.32
T011996,2025-12-06,S005,Deira Branch,C02347,Delivery,Card,P0069,7896118367363,1,75.68,0.0,,75.68,50.27,25.41
T011997,2025-11-27,S005,Deira Branch,C00524,InStore,Apple Pay,P0232,4858333945224,5,13.79,0.05,PR0054,68.95,57.45,11.5
T011998,2025-11-22,S002,Dubai Hills Branch,C02942,InStore,Cash,P0069,7896118367363,1,68.11,0.1,PR0030,68.11,50.27,17.84
T011999,2025-10-23,S002,Dubai Hills Branch,C00569,Online,Card,P0217,332309821506,6,9.76,0.05,PR0032,58.56,47.76,10.8
T012000,2026-01-01,S002,Dubai Hills Branch,C02109,Online,Google Pay,P0176,3536541951800,5,17.98,0.0,,89.9,74.1,15.8
T012001,2025-12-09,S004,Marina Branch,C00823,Online,Cash,P0044,2812067974037,5,12.12,0.0,,60.6,38.15,22.45
T012002,2026-01-12,S003,Al Barsha Branch,C03289,InStore,Card,P0274,7175455884505,2,13.51,0.0,,27.02,20.46,6.56
T012003,2025-10-27,S002,Dubai Hills Branch,C01041,InStore,Google Pay,P0051,4677378263984,1,30.37,0.0,,30.37,21.24,9.13
T012004,2025-11-26,S001,JVC Branch,C01097,InStore,Google Pay,P0297,433504888995,4,18.45,0.0,,73.8,53.8,20.0
T012005,2026-01-14,S003,Al Barsha Branch,C03084,Delivery,Apple Pay,P0002,2654235116159,6,8.98,0.3,PR0049,53.88,52.74,1.14
T012006,2025-11-03,S003,Al Barsha Branch,C01681,Online,Cash,P0068,7661771159217,6,18.17,0.05,PR0002,109.02,78.9,30.12
T012007,2026-01-03,S005,Deira Branch,C03897,Online,Card,P0051,4677378263984,1,30.37,0.0,,30.37,21.24,9.13
T012008,2025-11-15,S001,JVC Branch,C03639,Delivery,Cash,P0005,3056413953768,2,12.4,0.0,,24.8,18.74,6.06
T012009,2025-10-29,S003,Al Barsha Branch,C01889,InStore,Cash,P0217,332309821506,6,10.27,0.0,,61.62,47.76,13.86
T012010,2025-10-19,S003,Al Barsha Branch,C01135,Online,Apple Pay,P0206,1035797279857,6,9.7,0.0,,58.2,38.46,19.74
T012011,2025-11-15,S004,Marina Branch,C02374,InStore,Card,P0234,4380571983862,5,10.72,0.0,,53.6,40.45,13.15
T012012,2025-11-25,S005,Deira Branch,C03892,Online,Apple Pay,P0065,1390053293184,1,17.89,0.0,,17.89,10.86,7.03
T012013,2025-12-18,S005,Deira Branch,C02853,Delivery,Apple Pay,P0120,7420549329661,1,86.76,0.0,,86.76,52.74,34.02
T012014,2026-01-07,S004,Marina Branch,C00254,Online,Apple Pay,P0193,5704331541007,2,14.51,0.0,,29.02,24.52,4.5
T012015,2025-12-11,S001,JVC Branch,C03710,Online,Apple Pay,P0117,833016571208,2,9.98,0.25,PR0021,19.96,19.54,0.42
T012016,2025-10-17,S001,JVC Branch,C02318,InStore,Cash,P0208,3494466574378,4,16.12,0.0,,64.48,53.08,11.4
T012017,2025-11-10,S003,Al Barsha Branch,C02796,InStore,Apple Pay,P0184,1510702966706,5,15.94,0.0,,79.7,65.4,14.3
T012018,2026-01-15,S001,JVC Branch,C01981,Delivery,Apple Pay,P0032,9806990162725,4,25.75,0.0,,103.0,79.04,23.96
T012019,2026-01-05,S005,Deira Branch,C03333,Online,Cash,P0231,1699586693462,1,10.43,0.0,,10.43,7.9,2.53
T012020,2026-01-11,S002,Dubai Hills Branch,C03612,Delivery,Card,P0213,8460223569722,6,17.86,0.05,PR0031,107.16,78.96,28.2
T012021,2025-12-01,S004,Marina Branch,C03011,Delivery,Cash,P0191,7528953926442,6,11.52,0.0,,69.12,44.7,24.42
T012022,2026-01-14,S002,Dubai Hills Branch,C03440,InStore,Cash,P0041,824008427108,1,17.43,0.0,,17.43,11.14,6.29
T012023,2025-10-19,S004,Marina Branch,C01166,Online,Apple Pay,P0068,7661771159217,5,19.13,0.0,,95.65,65.75,29.9
T012024,2025-10-25,S004,Marina Branch,C00847,Online,Cash,P0104,1094396907844,1,50.36,0.0,,50.36,40.43,9.93
T012025,2025-11-09,S001,JVC Branch,C02324,InStore,Apple Pay,P0072,6899809402443,5,21.91,0.05,PR0050,109.55,67.4,42.15
T012026,2025-12-09,S002,Dubai Hills Branch,C01920,Online,Google Pay,P0060,7095214562324,1,15.15,0.2,PR0004,15.15,15.55,-0.4
T012027,2025-10-17,S004,Marina Branch,C02167,Delivery,Cash,P0238,8615335554399,2,14.37,0.0,,28.74,22.58,6.16
T012028,2025-12-16,S002,Dubai Hills Branch,C00994,InStore,Google Pay,P0185,4720999347684,1,12.45,0.0,,12.45,8.17,4.28
T012029,2026-01-08,S005,Deira Branch,C03901,Delivery,Google Pay,P0160,4074517133953,1,34.12,0.0,,34.12,19.81,14.31
T012030,2025-10-26,S005,Deira Branch,C03013,InStore,Apple Pay,P0059,909743953393,1,15.12,0.0,,15.12,12.75,2.37
T012031,2025-12-08,S001,JVC Branch,C03286,Online,Card,P0277,9876220234133,6,14.44,0.0,,86.64,70.74,15.9
T012032,2025-12-20,S001,JVC Branch,C02714,Online,Google Pay,P0048,2567468071549,3,19.49,0.0,,58.47,39.33,19.14
T012033,2025-12-04,S004,Marina Branch,C01797,Delivery,Cash,P0235,8004397359897,6,28.51,0.0,,171.06,141.6,29.46
T012034,2025-11-24,S003,Al Barsha Branch,C00503,InStore,Google Pay,P0290,4982182744858,1,21.8,0.0,,21.8,15.55,6.25
T012035,2026-01-01,S004,Marina Branch,C01182,InStore,Apple Pay,P0215,835058300334,1,10.25,0.15,PR0027,10.25,8.19,2.06
T012036,2025-11-24,S002,Dubai Hills Branch,C03454,Delivery,Google Pay,P0297,433504888995,2,18.45,0.0,,36.9,26.9,10.0
T012037,2025-12-11,S005,Deira Branch,C01828,Online,Google Pay,P0191,7528953926442,5,11.52,0.0,,57.6,37.25,20.35
T012038,2025-12-29,S005,Deira Branch,C00716,Delivery,Cash,P0056,5045562386921,1,14.92,0.2,PR0072,14.92,14.14,0.78
T012039,2025-10-18,S004,Marina Branch,C02418,Delivery,Google Pay,P0053,3963605766276,3,9.56,0.1,PR0064,28.68,21.87,6.81
T012040,2026-01-10,S003,Al Barsha Branch,C02317,Online,Cash,P0085,3221418880597,1,10.15,0.0,,10.15,6.62,3.53
T012041,2025-12-26,S002,Dubai Hills Branch,C00012,InStore,Cash,P0002,2654235116159,2,12.83,0.0,,25.66,17.58,8.08
T012042,2025-10-26,S001,JVC Branch,C01986,Delivery,Google Pay,P0202,1914856467995,1,32.99,0.0,,32.99,19.26,13.73
T012043,2025-10-25,S001,JVC Branch,C02080,Online,Cash,P0068,7661771159217,5,13.39,0.3,PR0061,66.95,65.75,1.2
T012044,2025-11-09,S005,Deira Branch,C01545,InStore,Apple Pay,P0243,6072832684240,3,16.07,0.0,,48.21,30.6,17.61
T012045,2025-11-05,S002,Dubai Hills Branch,C00619,InStore,Card,P0095,7652775841611,1,10.57,0.1,PR0006,10.57,6.9,3.67
T012046,2026-01-06,S005,Deira Branch,C01112,InStore,Card,P0130,9268705685668,2,11.29,0.0,,22.58,15.22,7.36
T012047,2025-12-13,S003,Al Barsha Branch,C01067,Online,Google Pay,P0289,7306524077843,1,13.37,0.1,PR0072,13.37,9.21,4.16
T012048,2026-01-05,S002,Dubai Hills Branch,C00536,InStore,Google Pay,P0063,471138267588,4,9.14,0.0,,36.56,27.24,9.32
T012049,2026-01-06,S003,Al Barsha Branch,C03372,Online,Cash,P0213,8460223569722,6,18.8,0.0,,112.8,78.96,33.84
T012050,2026-01-09,S003,Al Barsha Branch,C01557,InStore,Google Pay,P0222,225579415523,3,7.0,0.0,,21.0,14.22,6.78
T012051,2025-10-24,S004,Marina Branch,C01781,Online,Apple Pay,P0057,7923747407488,1,49.71,0.0,,49.71,36.43,13.28
T012052,2025-10-28,S004,Marina Branch,C02629,Delivery,Card,P0138,862118233981,2,10.23,0.15,PR0052,20.46,18.44,2.02
T012053,2025-12-23,S003,Al Barsha Branch,C01867,Online,Cash,P0091,1798089324603,3,13.93,0.0,,41.79,30.99,10.8
T012054,2025-12-18,S003,Al Barsha Branch,C03425,InStore,Cash,P0227,1660880199486,1,27.73,0.0,,27.73,16.24,11.49
T012055,2025-12-21,S003,Al Barsha Branch,C01931,Delivery,Card,P0180,2344565574315,2,24.42,0.3,PR0075,48.84,39.94,8.9
T012056,2025-10-23,S004,Marina Branch,C00950,Delivery,Cash,P0129,3028439599534,4,13.94,0.0,,55.76,31.4,24.36
T012057,2025-12-12,S001,JVC Branch,C00635,Delivery,Cash,P0230,917798270808,5,17.08,0.0,,85.4,65.35,20.05
